[(30.632,-0.304,-0.335,170.826,-34.773,-135.698,46),
(33.474,0.396,3.652,-178.541,15.818,-142.559,50),
(26.574,-2.466,-2.796,172.95,-27.46,-162.4,189),
(39.065,9.627,-27.112,-92.524,-62.719,122.855,8),
(30.097,-2.03,10.256,-176.964,-22.522,-136.128,24),
(29.966,1.515,4.656,-174.9,19.662,-82.133,19),
(30.531,-0.937,7.044,-179.329,42.456,-171.822,110),
(26.524,-2.863,-3.272,173.34,-26.41,-169.056,104),
(30.336,0.098,0.266,-179.673,0.226,158.38,157),
(29.991,-1.417,0.823,-179.524,2.95,174.088,76),
(29.931,-1.519,1.43,171.786,-6.779,-170.713,39),
(31.339,-0.233,6.077,-174.77,39.216,-142.146,35),
(25.189,0.072,7.471,-172.007,22.927,-170.822,27),
(26.915,-1.493,6.616,168.139,40.247,158.368,12),
(30.278,0.516,-4.034,-174.924,6.376,-76.776,27),
(28.324,0.244,0.217,116.573,-22.277,-159.219,71),
(30.914,-0.932,6.822,-179.666,37.535,-172.339,145),
(26.48,-2.457,-2.933,173.111,-27.105,-161.189,183),
(31.284,-0.435,-2.661,-177.392,-14.029,123.768,24),
(31.016,-3.06,10.788,-175.234,-29.764,-170.004,43),
(29.549,-0.936,-0.47,-177.12,7.587,-166.557,84),
(30.953,-0.756,6.51,-178.271,41.878,-164.869,130),
(25.049,-2.188,0.069,-174.792,12.429,-178.479,60),
(29.783,-0.596,5.917,172.298,7.414,-175.402,15),
(30.283,0.166,-2.502,-175.312,3.065,-143.805,28),
(30.171,0.372,1.637,-179.255,-5.259,-133.195,56),
(31.175,-1.095,6.814,-179.399,31.888,-176.378,152),
(26.537,-2.818,-2.331,171.947,-31.953,-176.55,113),
(29.912,-1.049,4.987,177.265,13.36,158.886,43),
(30.469,-1.467,2.651,-179.627,-10.134,179.929,101),
(31.773,-0.919,8.007,155.875,-62.085,-138.796,11),
(29.4,-2.053,11.278,-178.145,-8.024,152.455,26),
(26.772,-1.837,-0.962,171.422,-33.284,-162.331,49),
(29.348,-1.838,3.69,174.24,19.837,121.925,47)]
